Original,linear:128_layers:3,linear:64_layers:3,linear:15_layers:3,cubic:15_layers:3,cubic:64_layers:3,cubic:128_layers:3,bspline:10_layers:3,bspline:15_layers:3,linear:128_layers:4,linear:64_layers:4,linear:15_layers:4,cubic:15_layers:4,cubic:64_layers:4,cubic:128_layers:4,bspline:10_layers:4,bspline:15_layers:4
0.0,0.0013007284079084287,0.0,0.0,0.014393372788761705,0.0,0.0,0.002768112643080125,0.00032111732570239333,0.01388934053069719,0.0,2.8453433922996876e-05,0.0,0.0010365179500520293,0.0,0.012466668834547346,0.0002682752341311134
0.0,0.00657274323621228,0.004532225546305931,0.0,0.005702881113423517,0.0,4.064776274713839e-06,0.008462864203954213,0.0,0.0,0.0,4.064776274713839e-06,0.0024551248699271593,0.0,0.0018819914151925077,0.0032314971383975025,0.0
0.0,0.02416915972944849,0.0056093912591050985,0.03188004032258065,5.690686784599375e-05,0.002414477107180021,0.012052061654526535,0.05515088449531738,8.12955254942768e-05,0.0074588644640998965,0.00025201612903225806,0.00028859911550468265,0.002028323361082206,0.0030729708636836627,0.004142007023933403,0.04500113813735692,0.005089099895941728
0.0,0.02449840660770031,0.0014999024453694067,0.006625585327783559,0.00026421045785639957,4.06477627471384e-05,0.03526193418314256,0.026038956815816857,0.0001341376170655567,0.0,1.6259105098855357e-05,0.004142007023933403,0.0003617650884495318,0.0,0.013726749479708637,0.01612090270551509,0.0
0.0,0.0009267689906347554,0.0005650039021852237,0.00010568418314255983,0.00019104448491155047,0.003942832986472424,0.005869536940686784,0.04970814906347555,0.0009674167533818939,0.008170200312174818,0.001849473204994797,0.002906315036420396,0.0006219107700312175,0.0,0.030969530437044746,0.02005154136316337,0.027420980749219566
0.0,0.004333051508844953,0.0012072385535900104,0.0,0.0,0.0,0.001597457075962539,0.002845343392299688,0.0004511901664932362,0.0,0.0,6.503642039542143e-05,0.00010974895941727368,0.0022234326222684703,0.0,0.0,0.0
0.0,0.00021543314255983352,0.00034550598335067635,0.004922444068678459,0.00015852627471383974,0.0,0.027705515088449532,0.027807134495317378,0.005109423777315296,0.09197775754422476,0.0015405502081165454,0.0008861212278876171,0.000227627471383975,0.0,0.0,0.03224587018730489,0.0
0.0,0.0,0.0,0.011617130593132153,0.000784501821019771,0.0,0.0004105424037460978,9.348985431841832e-05,0.0035119667013527576,0.0,0.0008048257023933402,9.755463059313215e-05,0.0,0.0005243561394380853,0.00467855749219563,0.011495187304890738,4.471253902185224e-05
0.0,0.007263755202913632,0.0,0.015970505983350675,0.00011787851196670135,0.01121065296566077,0.004898055411030176,0.0005731334547346515,0.0,0.00013820239334027054,0.0,0.0,0.0,0.0,0.00012600806451612903,0.013812109781477627,0.0
0.0,0.0,0.010450539802289282,0.0,0.0005731334547346515,0.0,0.01925484521331946,0.014560028616024973,0.0,0.0,0.0,0.0,0.0,0.00028859911550468265,2.8453433922996876e-05,0.015470538501560875,0.0
0.0,0.0050809703433923,0.013316207075962538,0.0,0.0,0.00017478537981269513,0.056683305150884496,0.0005934573361082206,0.0,0.0019388982830385016,0.0,0.0,0.0011747203433922996,2.4388657648283037e-05,4.471253902185224e-05,0.028355879292403748,0.01338937304890739
0.0,0.004776112122788762,0.0006300403225806451,0.004125747918834547,0.00013820239334027054,0.006084970083246618,0.02585197710718002,0.03725367455775234,0.006706880853277836,0.002349440686784599,0.0027477887617065556,0.0,6.09716441207076e-05,0.0,0.00020730359001040584,0.03787965010405828,0.0
0.0,0.0,0.0,0.0,0.0,0.0018576027575442247,0.006093099635796045,0.01040582726326743,0.0,4.471253902185224e-05,0.00016665582726326742,4.064776274713839e-06,0.00023169224765868886,0.0,0.0,0.003963156867845994,0.0017519185744016648
0.0,0.00039428329864724245,0.0,0.0,0.00016665582726326742,0.0,0.0,0.0062882088969823105,0.012852822580645162,0.0005609391259105099,0.0,0.0028616024973985433,5.690686784599375e-05,8.129552549427679e-06,0.013344660509885536,0.0010243236212278877,0.00044712539021852236
0.0,0.02668525624349636,0.0023169224765868888,0.00017072060353798125,0.0,0.0010121292924037462,0.0021949791883454734,0.0003089229968782518,0.0,0.034916428199791884,0.0004796436004162331,0.0009023803329864724,0.0,0.0002926638917793965,0.0026014568158168575,0.03115651014568158,0.0
0.0,0.01684443288241415,0.00021543314255983352,0.009694491415192508,0.0,0.0,0.0011381373569198752,0.00858480749219563,0.0,0.004040387617065556,0.006194719042663892,0.00034550598335067635,0.0,0.00019104448491155047,0.00826775494276795,0.003422541623309053,0.008580742715920915
0.0,0.00012600806451612903,0.0031989789281997917,0.004942767950052029,0.0033127926638917794,0.0,0.0,0.005954897242455775,2.03238813735692e-05,0.00864984391259105,7.723074921956295e-05,0.00033331165452653484,0.005719140218522373,0.0,0.0011096839229968783,0.0060646462018730495,0.0
0.0,0.0164176313735692,0.028676996618106142,0.007479188345473464,0.0,0.0036867520811654526,0.06699564255983351,0.002633975026014568,0.0002357570239334027,0.009637584547346515,0.0036135861082206033,1.2194328824141519e-05,0.0,0.0,0.017885015608740895,0.02915257544224766,0.0006544289802289282
0.0,0.010109098595213318,0.0,0.0,0.003068906087408949,0.0,0.01452344562955255,0.00043493106139438084,0.0,0.0,0.0,0.0003658298647242456,0.0006462994276795005,0.0,0.0,5.690686784599375e-05,0.0
0.0,0.0,0.0,0.0008942507804370447,0.0,0.0,0.00034957075962539026,0.036160249739854315,2.8453433922996876e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.02614870577523413,0.0
0.0,0.007962896722164412,0.0026664932362122787,0.0010365179500520293,0.0,0.0,0.00012600806451612903,0.019836108220603537,0.017157420655567118,0.0,0.0001219432882414152,0.0,0.00034957075962539026,0.0,0.00019104448491155047,0.00741008714880333,0.0
0.0,1.6259105098855357e-05,0.0,0.002003934703433923,0.0003658298647242456,0.01598270031217482,0.052618528876170655,0.014295818158168574,0.0,0.004959027055150884,0.0030363878772112383,0.004654168834547346,0.0,0.00031705254942767947,0.006406087408949011,0.0,0.0
0.0,0.00031705254942767947,0.0001625910509885536,0.001117813475546306,0.0031827198231009365,0.0036298452133194585,0.07098318808532779,0.0032071084807492197,0.003194914151925078,0.01482017429760666,0.013206458116545266,0.0,5.2842091571279917e-05,0.0,0.0005975221123829345,0.008747398543184183,0.01901095863683663
0.0,0.0,0.012478863163371488,0.03365228277835588,0.0,0.00014633194588969825,0.0036176508844953177,0.03173777315296566,0.0016055866285119666,0.0,0.0101619406867846,0.0,0.0,4.064776274713839e-06,0.0006666233090530697,0.003926573881373569,0.0
0.0,0.009072580645161291,0.015986765088449532,0.0034957075962539024,0.0002357570239334027,0.0023453759105098856,0.005820759625390219,0.047785509885535905,0.0,0.0022965985952133196,0.018368723985431844,4.8777315296566075e-05,4.8777315296566075e-05,0.00032111732570239333,0.009946507544224766,0.016824109001040585,0.0034388007284079083
0.0,7.723074921956295e-05,0.0,0.0,0.00031298777315296567,0.0,0.0014592546826222685,0.0006015868886576483,0.00018697970863683664,0.0019836108220603536,0.005971156347554631,0.0,1.2194328824141519e-05,0.0,0.010877341311134235,0.009105098855359001,0.0
0.0,0.012369114203954213,0.018783331165452652,0.0006544289802289282,0.0009552224245577524,0.0,0.010283883975026014,0.05506552419354839,0.0,0.026681191467221647,0.0020649063475546305,0.00023982180020811655,0.0016624934963579605,0.00106903616024974,0.0006706880853277835,0.05013901534859521,0.0001138137356919875
0.0,0.0030404526534859523,0.012568288241415192,0.005731334547346514,0.00021949791883454735,0.002109618886576483,0.04077377081165452,0.0032030437044745057,0.0009511576482830386,0.003402217741935484,0.004381828824141519,0.0031989789281997917,0.0006625585327783559,0.0014511251300728407,0.00018697970863683664,0.008296208376690947,0.013934053069719043
0.0,0.0,0.0,0.01892559833506764,1.6259105098855357e-05,0.0,0.0005284209157127991,0.005410217221644121,0.0,0.0,0.0,0.0,0.0,0.0,4.064776274713839e-06,0.003117683402705515,8.129552549427679e-06
